internal_transfer_id,operation_type,transfer_reference,scheduled_date,effective_date,created_date,updated_date,back_order,source_document,transfer_state,source_location,destination_location,transfer_amount
483,Internal Transfers,WH/INT/08116,2020-07-29 03:16:03.000000,2020-07-29 03:16:45.000000,2020-07-29 03:16:27.986789,2022-12-01 01:11:23.747265,,,done,WH/Quarantine Stock,WH/Stock/D2,
486,Internal Transfers,WH/INT/08117,2020-07-29 04:22:54.000000,2020-07-29 04:27:27.000000,2020-07-29 04:24:19.427812,2022-12-01 01:11:23.747265,,,done,WH/Input,WH/Stock/A4,
487,Internal Transfers,WH/INT/08118,2020-07-29 07:00:41.000000,2020-07-29 07:01:55.000000,2020-07-29 07:00:58.378823,2022-12-01 01:11:23.747265,,,done,WH,R&D,455.67
489,Internal Transfers,WH/INT/08119,2020-07-29 23:42:19.000000,2020-07-29 23:42:19.000000,2020-07-29 23:38:14.874264,2022-12-01 01:11:23.747265,,,done,WH/Stock,R&D/NPI-Optical Process Development,161.22
207,Internal Transfers,WH/INT/08046,2020-07-10 00:49:36.000000,,2020-07-10 00:50:36.094415,2022-12-01 01:11:23.747265,,,cancel,WH/Stock,Partner Locations/Vendors,
12738,Receipts,WH/IN/10639,2022-12-05 01:50:15.000000,2022-11-30 00:45:29.000000,2022-11-23 05:00:47.356146,2022-11-30 00:45:28.968519,WH/IN/10605,PO08208,done,Partner Locations/Vendors,WH/Input,
208,Internal Transfers,WH/INT/08047,2020-07-10 00:51:03.000000,2020-07-10 01:10:26.000000,2020-07-10 00:51:02.987296,2022-12-01 01:11:23.747265,,PO 3271,done,WH/Quarantine Stock,Partner Locations/Vendors,26171.7
12874,Goods Inwards Inspection,WH/GI/1224,2022-06-30 00:24:16.000000,,2022-11-30 23:28:19.273260,2022-11-30 23:28:19.273260,WH/GI/1102,PO06870,assigned,WH/Input,WH/Stock,
1906,Pick Components,WH/PC/00303,2020-11-20 05:02:42.000000,2020-11-20 05:13:12.000000,2020-11-20 05:02:42.199028,2022-12-01 02:37:06.466586,,Return of WH/PC/00298,done,WH/WIP,WH/Stock,
6530,Delivery Orders,WH/OUT/00096,2021-08-06 04:09:16.000000,2021-08-06 04:09:41.000000,2021-08-06 04:09:16.223480,2022-12-01 02:37:06.466586,,Return of WH/IN/07136,done,WH/Input,Partner Locations/Vendors,
6563,Receipts,WH/IN/07430,2021-08-09 04:51:40.000000,2021-08-09 04:51:49.000000,2021-08-09 04:51:40.361716,2022-12-01 02:37:06.466586,,Return of WH/OUT/00034,done,Partner Locations/Vendors,WH/Input,
6588,Delivery Orders,WH/OUT/00097,2021-08-10 03:14:31.000000,2021-08-10 03:14:41.000000,2021-08-10 03:14:31.597656,2022-12-01 02:37:06.466586,,Return of WH/IN/07430,done,WH/Input,Partner Locations/Vendors,
6599,Receipts,WH/IN/07448,2021-08-10 22:28:03.000000,2021-08-10 22:28:09.000000,2021-08-10 22:28:03.326600,2022-12-01 02:37:06.466586,,Return of WH/OUT/00095,done,Partner Locations/Vendors,WH/Input,
6726,Pick Components,WH/PC/01247,2021-08-18 03:30:37.000000,2021-08-18 03:30:48.000000,2021-08-18 03:30:37.236262,2022-12-01 02:37:06.466586,,Return of WH/PC/01237,done,WH/WIP,WH/Stock,
6755,Receipts,WH/IN/07527,2021-08-20 03:05:56.000000,2021-08-20 03:06:11.000000,2021-08-20 03:05:56.122715,2022-12-01 02:37:06.466586,,Return of WH/OUT/00083,done,Partner Locations/Vendors,WH/Input,223.0
6777,Delivery Orders,WH/OUT/00099,2021-08-23 04:41:04.000000,2021-08-23 04:42:34.000000,2021-08-23 04:41:03.804652,2022-12-01 02:37:06.466586,,Return of WH/IN/06359,done,WH/Input,Partner Locations/Vendors,
6819,Pick Components,WH/PC/01257,2021-08-25 04:52:59.000000,2021-08-25 05:03:55.000000,2021-08-25 04:52:58.973104,2022-12-01 02:37:06.466586,,Return of WH/PC/01211,done,WH/WIP,WH/Stock,
6899,Pick Components,WH/PC/01263,2021-09-01 01:06:47.000000,2021-09-01 01:10:43.000000,2021-09-01 01:06:47.308915,2022-12-01 02:37:06.466586,,Return of WH/PC/01250,done,WH/WIP,WH/Stock,
6932,Pick Components,WH/PC/01268,2021-09-02 22:10:30.000000,2021-09-02 22:11:22.000000,2021-09-02 22:10:29.981536,2022-12-01 02:37:06.466586,,Return of WH/PC/01231,done,WH/WIP,WH/Stock,
6933,Pick Components,WH/PC/01269,2021-09-02 22:12:44.000000,2021-09-02 22:15:26.000000,2021-09-02 22:12:44.167151,2022-12-01 02:37:06.466586,,Return of WH/PC/01266,done,WH/WIP,WH/Stock,
6935,Pick Components,WH/PC/01271,2021-09-02 22:18:39.000000,2021-09-02 22:18:52.000000,2021-09-02 22:18:39.452941,2022-12-01 02:37:06.466586,,Return of WH/PC/01267,done,WH/WIP,WH/Stock,
6952,Pick Components,WH/PC/01275,2021-09-03 03:43:25.000000,2021-09-03 03:43:35.000000,2021-09-03 03:43:25.466839,2022-12-01 02:37:06.466586,,Return of WH/PC/01111,done,WH/WIP,WH/Stock,
12732,Receipts,WH/IN/10635,2022-12-07 01:31:49.000000,,2022-11-22 23:57:34.263503,2022-11-22 23:57:34.263503,,PO08217,assigned,Partner Locations/Vendors,WH/Input,
6988,Pick Components,WH/PC/01278,2021-09-06 04:24:17.000000,2021-09-06 04:27:22.000000,2021-09-06 04:24:16.816700,2022-12-01 02:37:06.466586,,Return of WH/PC/01264,done,WH/WIP,WH/Stock,
7020,Pick Components,WH/PC/01284,2021-09-07 05:31:21.000000,2021-09-07 05:32:11.000000,2021-09-07 05:31:21.500913,2022-12-01 02:37:06.466586,,Return of WH/PC/01273,done,WH/WIP,WH/Stock,
7022,Pick Components,WH/PC/01285,2021-09-07 05:42:32.000000,2021-09-07 06:05:41.000000,2021-09-07 05:42:32.778551,2022-12-01 02:37:06.466586,,Return of WH/PC/01273,done,WH/WIP,WH/Stock,
7154,Pick Components,WH/PC/01294,2021-09-16 03:09:38.000000,2021-09-16 03:11:16.000000,2021-09-16 03:09:38.408130,2022-12-01 02:37:06.466586,,Return of WH/PC/01280,done,WH/WIP,WH/Stock,
12733,Receipts,WH/IN/10636,2022-11-24 22:53:17.000000,,2022-11-23 00:04:18.667697,2022-11-23 00:04:18.667697,WH/IN/10587,PO08187,assigned,Partner Locations/Vendors,WH/Input,
12737,Receipts,WH/IN/10638,2022-11-25 04:07:02.000000,2022-11-24 04:58:54.000000,2022-11-23 04:39:31.732595,2022-11-24 04:58:54.042145,WH/IN/10596,PO08200,done,Partner Locations/Vendors,WH/Input,143.0
12630,Receipts,WH/IN/10588,2022-11-24 23:51:42.000000,2022-11-23 00:11:37.000000,2022-11-18 04:43:38.511892,2022-11-23 00:11:37.438385,,PO08188,done,Partner Locations/Vendors,WH/Input,
7018,Receipts,WH/IN/07648,2021-05-31 07:14:46.000000,2022-11-23 02:57:51.000000,2021-09-07 04:26:02.534952,2022-11-23 02:57:51.394762,WH/IN/07646,PO05233,done,Partner Locations/Vendors,WH/Input,1217.6
12636,Receipts,WH/IN/10594,2022-11-25 01:16:45.000000,2022-11-23 03:48:04.000000,2022-11-18 04:46:11.671500,2022-11-23 03:48:03.832436,,PO08194,done,Partner Locations/Vendors,WH/Input,85.3
10570,Receipts,WH/IN/09543,2022-06-15 04:00:20.000000,2022-11-23 04:26:56.000000,2022-06-09 06:53:27.507976,2022-11-23 04:26:56.145380,,PO07443,done,Partner Locations/Vendors,WH/Input,
12736,Receipts,WH/IN/10637,2022-12-10 03:33:52.000000,,2022-11-23 04:28:28.414904,2022-11-23 04:28:28.414904,,PO08226,assigned,Partner Locations/Vendors,WH/Input,
12638,Receipts,WH/IN/10596,2022-11-25 04:07:02.000000,2022-11-23 04:39:32.000000,2022-11-18 04:53:58.224348,2022-11-23 04:39:31.732595,,PO08200,done,Partner Locations/Vendors,WH/Input,22.0
7214,Pick Components,WH/PC/01301,2021-09-21 05:44:11.000000,2021-09-21 05:44:17.000000,2021-09-21 05:44:10.999340,2022-12-01 02:37:06.466586,,Return of WH/PC/01272,done,WH/WIP,WH/Stock,
7223,Pick Components,WH/PC/01302,2021-09-22 00:34:22.000000,2021-09-22 00:37:45.000000,2021-09-22 00:34:22.018759,2022-12-01 02:37:06.466586,,Return of WH/PC/01259,done,WH/WIP,WH/Stock,
7285,Pick Components,WH/PC/01310,2021-09-26 23:18:00.000000,2021-09-26 23:18:47.000000,2021-09-26 23:18:00.557061,2022-12-01 02:37:06.466586,,Return of WH/PC/01238,done,WH/WIP,WH/Stock,
7292,Receipts,WH/IN/07790,2021-09-27 00:58:45.000000,2021-09-27 00:59:41.000000,2021-09-27 00:58:45.523642,2022-12-01 02:37:06.466586,,Return of WH/OUT/00091,done,Partner Locations/Vendors,WH/Input,3130.0
12431,Receipts,WH/IN/10496,2022-10-28 03:21:05.000000,2022-11-23 05:08:18.000000,2022-11-07 05:40:02.315073,2022-11-23 05:08:18.513701,WH/IN/10447,PO08105,done,Partner Locations/Vendors,WH/Input,
224,Internal Transfers,WH/INT/08048,2020-07-10 04:51:18.000000,,2020-07-10 04:51:41.945224,2022-12-01 01:11:23.747265,,,cancel,WH/Stock,WH/Stock,
250,Internal Transfers,WH/INT/08059,2020-07-13 02:26:35.000000,2020-07-13 02:27:04.000000,2020-07-13 02:26:56.803738,2022-12-01 01:11:23.747265,,,done,WH/Stock,WH/Stock/A3,
255,Internal Transfers,WH/INT/08060,2020-07-13 04:26:43.000000,2020-07-13 04:29:06.000000,2020-07-13 04:28:07.879914,2022-12-01 01:11:23.747265,,,done,WH/Stock/A6,R&D/NPI-ENGINEERING,1557.09
499,Internal Transfers,WH/INT/08125,2020-07-30 04:18:52.000000,2020-07-30 04:19:45.000000,2020-07-30 04:19:16.009237,2022-12-01 01:11:23.747265,,,done,WH/Input,WH/Stock/A9,
500,Internal Transfers,WH/INT/08126,2020-07-30 04:42:07.000000,2020-07-30 04:44:39.000000,2020-07-30 04:42:48.840220,2022-12-01 01:11:23.747265,,PO2796,done,WH/Input,WH/Quarantine Stock,
505,Internal Transfers,WH/INT/08127,2020-07-31 00:23:55.000000,2020-07-31 00:24:59.000000,2020-07-31 00:24:35.835967,2022-12-01 01:11:23.747265,,,done,WH/Stock/A1,WH/Stock/A2,
7409,Pick Components,WH/PC/01317,2021-10-05 02:35:45.000000,2021-10-05 02:39:41.000000,2021-10-05 02:35:45.477587,2022-12-01 02:37:06.466586,,Return of WH/PC/01240,done,WH/WIP,WH/Stock,
7421,Pick Components,WH/PC/01322,2021-10-05 05:08:32.000000,2021-10-05 05:11:57.000000,2021-10-05 05:08:32.238769,2022-12-01 02:37:06.466586,,Return of WH/PC/01309,done,WH/WIP,WH/Stock,
12739,Receipts,WH/IN/10640,2022-11-29 01:48:44.000000,,2022-11-23 05:02:19.113803,2022-11-23 05:02:19.113803,,PO08218,assigned,Partner Locations/Vendors,WH/Input,
12627,Pick Components,WH/PC/02166,2022-11-18 03:05:48.000000,2022-11-18 23:54:43.000000,2022-11-18 03:05:57.756644,2022-11-18 23:54:40.721092,,MO/04947,done,WH/Stock,WH/WIP,
12741,Receipts,WH/IN/10642,2022-11-21 04:52:01.000000,,2022-11-23 05:09:15.204515,2022-11-23 05:09:15.204515,WH/IN/10641,PO08173,assigned,Partner Locations/Vendors,WH/Input,
12740,Receipts,WH/IN/10641,2022-11-21 04:52:01.000000,2022-11-23 05:09:15.000000,2022-11-23 05:07:37.126912,2022-11-23 05:09:15.204515,,PO08173,done,Partner Locations/Vendors,WH/Input,
12591,Pick Components,WH/PC/02153,2022-11-16 22:27:14.000000,2022-11-17 00:48:27.000000,2022-11-16 22:27:24.127896,2022-11-24 02:40:44.004704,,MO/04934,done,WH/Stock,WH/WIP,
12628,Pick Components,WH/PC/02167,2022-11-18 04:38:08.000000,2022-11-18 23:56:49.000000,2022-11-18 04:38:26.193534,2022-11-18 23:56:47.980760,,MO/04948,done,WH/Stock,WH/WIP,
12747,Receipts,WH/IN/10645,2022-11-25 00:18:04.000000,2022-11-25 04:09:13.000000,2022-11-24 00:21:47.958939,2022-11-25 04:09:13.030257,,PO08229,done,Partner Locations/Vendors,WH/Input,
7557,Pick Components,WH/PC/01333,2021-10-13 05:16:43.000000,2021-10-13 05:18:14.000000,2021-10-13 05:16:43.167949,2022-12-01 02:37:06.466586,,Return of WH/PC/01331,done,WH/WIP,WH/Stock,
12744,Receipts,WH/IN/10644,2022-12-01 23:45:54.000000,,2022-11-23 23:57:26.994902,2022-11-23 23:57:26.994902,,PO08227,assigned,Partner Locations/Vendors,WH/Input,
7575,Delivery Orders,WH/OUT/00119,2021-10-14 00:38:52.000000,2021-10-14 00:39:16.000000,2021-10-14 00:38:51.651068,2022-12-01 02:37:06.466586,,Return of WH/IN/06797,done,WH/Input,Partner Locations/Vendors,8745.0
12715,Pick Components,WH/PC/02181,2022-11-22 00:55:07.000000,2022-11-24 01:22:10.000000,2022-11-22 00:56:12.600894,2022-11-24 01:22:07.563261,,MO/04959,done,WH/Stock,WH/WIP,
7576,Delivery Orders,WH/OUT/00120,2021-10-14 00:40:05.000000,2021-10-14 00:40:16.000000,2021-10-14 00:40:05.496883,2022-12-01 02:37:06.466586,,Return of WH/IN/07366,done,WH/Input,Partner Locations/Vendors,798.0
12564,Pick Components,WH/PC/02145,2022-11-15 00:37:00.000000,2022-11-15 23:54:50.000000,2022-11-15 00:37:55.223167,2022-11-24 04:28:12.789867,,MO/04925,done,WH/Stock,WH/WIP,
12558,Receipts,WH/IN/10562,2022-11-22 00:54:45.000000,2022-11-24 02:49:33.000000,2022-11-14 04:32:03.302612,2022-11-24 02:49:30.230497,WH/IN/10561,PO08119,done,Partner Locations/Vendors,WH/Input,2850.0
12743,Receipts,WH/IN/10643,2022-12-01 23:44:15.000000,,2022-11-23 23:52:33.257394,2022-11-24 03:09:34.789449,,PO08225,cancel,Partner Locations/Vendors,WH/Input,
12198,Pick Components,WH/PC/02063,2022-10-17 03:50:20.000000,2022-11-15 23:53:10.000000,2022-10-17 03:50:32.336597,2022-11-24 04:30:02.473954,,MO/04850,done,WH/Stock,WH/WIP,
12752,Receipts,WH/IN/10647,2022-12-06 23:44:15.000000,,2022-11-24 03:14:15.667596,2022-11-24 03:14:15.667596,,PO08225,assigned,Partner Locations/Vendors,WH/Input,
7577,Delivery Orders,WH/OUT/00121,2021-10-14 00:41:13.000000,2021-10-14 00:41:23.000000,2021-10-14 00:41:12.734245,2022-12-01 02:37:06.466586,,Return of WH/IN/07404,done,WH/Input,Partner Locations/Vendors,1117.2
12150,Pick Components,WH/PC/02045,2022-10-12 23:25:17.000000,2022-10-19 02:39:30.000000,2022-10-12 23:28:23.183006,2022-11-24 04:31:53.442040,,MO/04832,done,WH/Stock,WH/WIP,
7578,Delivery Orders,WH/OUT/00122,2021-10-14 00:41:53.000000,2021-10-14 00:42:02.000000,2021-10-14 00:41:52.900775,2022-12-01 02:37:06.466586,,Return of WH/IN/07406,done,WH/Input,Partner Locations/Vendors,11630.92
7581,Delivery Orders,WH/OUT/00124,2021-10-14 00:51:56.000000,2021-10-14 02:34:51.000000,2021-10-14 00:51:56.500710,2022-12-01 02:37:06.466586,,Return of WH/IN/06660,done,WH/Input,Partner Locations/Vendors,874.5
7586,Delivery Orders,WH/OUT/00125,2021-10-14 03:00:47.000000,2021-10-14 03:08:46.000000,2021-10-14 03:00:46.937024,2022-12-01 02:37:06.466586,,Return of WH/IN/05588,done,WH/Input,Partner Locations/Vendors,3500.0
7587,Delivery Orders,WH/OUT/00126,2021-10-14 03:10:30.000000,2021-10-14 03:12:12.000000,2021-10-14 03:10:30.455002,2022-12-01 02:37:06.466586,,Return of WH/IN/06813,done,WH/Input,Partner Locations/Vendors,3100.0
7595,Pick Components,WH/PC/01336,2021-10-14 20:53:39.000000,2021-10-14 20:54:50.000000,2021-10-14 20:53:38.873595,2022-12-01 02:37:06.466586,,Return of WH/PC/01283,done,WH/WIP,WH/Stock,
7603,Pick Components,WH/PC/01337,2021-10-15 03:29:32.000000,2021-10-15 03:31:36.000000,2021-10-15 03:29:32.131009,2022-12-01 02:37:06.466586,,Return of WH/PC/01316,done,WH/WIP,WH/Stock,
7605,Receipts,WH/IN/07981,2021-10-15 03:36:58.000000,2021-10-15 03:37:06.000000,2021-10-15 03:36:58.464260,2022-12-01 02:37:06.466586,,Return of WH/OUT/00069,done,Partner Locations/Vendors,WH/Input,
7606,Receipts,WH/IN/07982,2021-10-15 03:37:18.000000,2021-10-15 03:37:25.000000,2021-10-15 03:37:18.062701,2022-12-01 02:37:06.466586,,Return of WH/OUT/00054,done,Partner Locations/Vendors,WH/Input,
7623,Pick Components,WH/PC/01339,2021-10-17 23:41:19.000000,2021-10-17 23:41:35.000000,2021-10-17 23:41:18.903946,2022-12-01 02:37:06.466586,,Return of WH/PC/01335,done,WH/WIP,WH/Stock,
7625,Pick Components,WH/PC/01341,2021-10-17 23:55:28.000000,2021-10-17 23:55:36.000000,2021-10-17 23:55:28.279281,2022-12-01 02:37:06.466586,,Return of WH/PC/01340,done,WH/WIP,WH/Stock,
7723,Pick Components,WH/PC/01351,2021-10-21 21:13:40.000000,2021-10-21 21:13:50.000000,2021-10-21 21:13:39.984432,2022-12-01 02:37:06.466586,,Return of WH/PC/01350,done,WH/WIP,WH/Stock,
7724,Pick Components,WH/PC/01352,2021-10-21 21:13:56.000000,,2021-10-21 21:13:56.689002,2022-12-01 02:37:06.466586,,Return of WH/PC/01351,cancel,WH/Stock,WH/WIP,
7925,Delivery Orders,WH/OUT/00136,2021-11-08 03:25:14.000000,2021-11-08 03:25:19.000000,2021-11-08 03:25:13.954357,2022-12-01 02:37:06.466586,,Return of WH/IN/07812,done,WH/Input,Partner Locations/Vendors,
12808,Pick Components,WH/PC/02185,2022-11-29 00:09:41.000000,2022-11-29 03:16:09.000000,2022-11-29 00:09:56.563865,2022-11-29 03:16:06.349582,,MO/04963,done,WH/Stock,WH/WIP,
8006,Internal Transfers,WH/INT/10225,2021-11-11 00:00:58.000000,2021-11-11 00:01:55.000000,2021-11-11 00:00:58.391399,2022-12-01 02:37:06.466586,,Return of WH/INT/10069,done,R&D/PD-Equus,WH/Stock/D9,7462.07
12268,Pick Components,WH/PC/02079,2022-10-25 23:40:54.000000,,2022-10-25 23:41:51.722018,2022-11-29 03:57:19.556137,,MO/04866,cancel,WH/Stock,WH/WIP,
8018,Receipts,WH/IN/08230,2021-11-11 22:44:38.000000,2021-12-06 22:14:57.000000,2021-11-11 22:44:37.872907,2022-12-01 02:37:06.466586,,Return of WH/OUT/00121,done,Partner Locations/Vendors,WH/Input,1117.2
6448,Goods Inwards Inspection,WH/GI/776,2021-08-13 05:41:02.000000,,2021-07-30 05:45:04.288221,2022-11-24 00:58:17.277394,,PO05764,confirmed,WH/Input,WH/Stock,
8206,Delivery Orders,WH/OUT/00148,2021-11-22 22:13:40.000000,,2021-11-22 22:13:40.530737,2022-12-01 02:37:06.466586,,Return of WH/IN/08245,cancel,WH/Input,Partner Locations/Vendors,
12802,Receipts,WH/IN/10658,2022-11-27 20:04:23.000000,,2022-11-28 22:34:12.197279,2022-11-29 03:23:32.538591,,PO08234,cancel,Partner Locations/Vendors,WH/Input,
278,Internal Transfers,WH/INT/08061,2020-07-13 05:30:10.000000,2020-07-13 05:30:59.000000,2020-07-13 05:30:34.660891,2022-12-01 01:11:23.747265,,PO 4062,done,WH/Input,WH/Stock/D2,
8268,Delivery Orders,WH/OUT/00151,2021-11-25 00:06:59.000000,2021-11-25 00:13:59.000000,2021-11-25 00:06:59.708163,2022-12-01 02:37:06.466586,,Return of WH/IN/08245,done,WH/Input,Partner Locations/Vendors,1163.16
8270,Delivery Orders,WH/OUT/00152,2021-11-25 00:14:45.000000,2021-11-25 00:15:47.000000,2021-11-25 00:14:45.194342,2022-12-01 02:37:06.466586,,Return of WH/IN/08133,done,WH/Input,Partner Locations/Vendors,306.85
8302,Delivery Orders,WH/OUT/00153,2021-11-26 00:09:36.000000,2021-11-26 00:09:41.000000,2021-11-26 00:09:35.988903,2022-12-01 02:37:06.466586,,Return of WH/IN/08150,done,WH/Input,Partner Locations/Vendors,
8857,Internal Transfers,WH/INT/10439,2021-12-30 23:41:52.000000,2021-12-30 23:43:45.000000,2021-12-30 23:41:52.228383,2022-12-01 02:37:06.466586,,Return of WH/INT/10432,done,R&D/PD-Hyla1,WH/Stock/D3,55.25
9109,Delivery Orders,WH/OUT/00170,2022-01-25 02:22:39.000000,2022-01-25 02:23:56.000000,2022-01-25 02:22:39.422910,2022-12-01 02:37:06.466586,,Return of WH/IN/07409,done,WH/Input,Partner Locations/Vendors,3200.0
9110,Delivery Orders,WH/OUT/00171,2022-01-25 02:25:03.000000,2022-01-25 02:26:40.000000,2022-01-25 02:25:03.646502,2022-12-01 02:37:06.466586,,Return of WH/IN/07560,done,WH/Input,Partner Locations/Vendors,5600.0
9127,Internal Transfers,WH/INT/10508,2022-01-27 02:14:06.000000,2022-01-27 02:15:34.000000,2022-01-27 02:14:06.515168,2022-12-01 02:37:06.466586,,Return of WH/INT/10504,done,R&D/NPI-ENGINEERING,WH/Quarantine Stock,1676.26
9229,Pick Components,WH/PC/01469,2022-02-03 21:48:11.000000,2022-02-03 21:49:02.000000,2022-02-03 21:48:11.245995,2022-12-01 02:37:06.466586,,Return of WH/PC/01466,done,WH/WIP,WH/Stock,
9258,Pick Components,WH/PC/01471,2022-02-07 02:41:35.000000,2022-02-07 02:42:02.000000,2022-02-07 02:41:35.489864,2022-12-01 02:37:06.466586,,Return of WH/PC/01470,done,WH/WIP,WH/Stock,
9272,Pick Components,WH/PC/01473,2022-02-08 00:48:06.000000,2022-02-08 00:51:10.000000,2022-02-08 00:48:06.235874,2022-12-01 02:37:06.466586,,Return of WH/PC/01437,done,WH/WIP,WH/Stock,
9280,Internal Transfers,WH/INT/10551,2022-02-08 02:50:33.000000,2022-02-08 02:50:48.000000,2022-02-08 02:50:32.878108,2022-12-01 02:37:06.466586,,Return of WH/INT/10243,done,R&D/PD-SP24,WH/Stock,8272.37
9330,Internal Transfers,WH/INT/10559,2022-02-11 03:02:36.000000,2022-02-11 03:02:59.000000,2022-02-11 03:02:36.251577,2022-12-01 02:37:06.466586,,Return of WH/INT/10547,done,R&D/NPI-ENGINEERING,WH/Stock,42.11
9331,Internal Transfers,WH/INT/10560,2022-02-11 03:18:53.000000,2022-02-11 03:19:10.000000,2022-02-11 03:18:52.984909,2022-12-01 02:37:06.466586,,Return of WH/INT/10547,done,R&D/NPI-ENGINEERING,WH/Stock,772.19
9349,Internal Transfers,WH/INT/10565,2022-02-14 03:10:28.000000,2022-02-14 03:10:47.000000,2022-02-14 03:10:28.690053,2022-12-01 02:37:06.466586,,Return of WH/INT/10547,done,R&D/NPI-ENGINEERING,WH/Stock,772.19
9354,Internal Transfers,WH/INT/10567,2022-02-14 21:26:49.000000,2022-02-14 21:27:18.000000,2022-02-14 21:26:49.246007,2022-12-01 02:37:06.466586,,Return of WH/INT/10547,done,R&D/NPI-ENGINEERING,WH/Stock,42.11
9355,Internal Transfers,WH/INT/10568,2022-02-14 21:45:45.000000,2022-02-14 21:45:57.000000,2022-02-14 21:45:45.204811,2022-12-01 02:37:06.466586,,Return of WH/INT/10547,done,R&D/NPI-ENGINEERING,WH/Stock,772.19
12565,Pick Components,WH/PC/02146,2022-11-15 00:39:09.000000,2022-11-17 03:52:50.000000,2022-11-15 00:39:21.448588,2022-11-17 03:52:49.376075,,MO/04926,done,WH/Stock,WH/WIP,
12269,Receipts,WH/IN/10417,2022-11-08 23:40:56.000000,,2022-10-26 00:11:54.793146,2022-11-15 00:39:10.244115,,PO08086,cancel,Partner Locations/Vendors,WH/Input,
12576,Pick Components,WH/PC/02150,2022-11-15 23:15:06.000000,2022-11-15 23:25:16.000000,2022-11-15 23:15:33.251721,2022-11-15 23:25:15.101583,,MO/04931,done,WH/Stock,WH/WIP,
9364,Internal Transfers,WH/INT/10570,2022-02-15 02:47:17.000000,2022-02-15 02:47:56.000000,2022-02-15 02:47:17.611076,2022-12-01 02:37:06.466586,,Return of WH/INT/10455,done,R&D/PD-Electronics,WH/Stock,417.75
9368,Internal Transfers,WH/INT/10573,2022-02-15 03:04:20.000000,2022-02-15 03:04:32.000000,2022-02-15 03:04:20.206221,2022-12-01 02:37:06.466586,,Return of WH/INT/10572,done,R&D/PD-Hyla1,WH/Stock,274.8
9623,Internal Transfers,WH/INT/10658,2022-03-09 00:53:26.000000,2022-03-09 00:53:53.000000,2022-03-09 00:53:26.340679,2022-12-01 02:37:06.466586,,Return of WH/INT/10621,done,R&D/NPI-ENGINEERING,WH/Stock,13393.08
9727,Receipts,WH/IN/09155,2022-03-16 23:05:05.000000,2022-03-16 23:05:20.000000,2022-03-16 23:05:04.865612,2022-12-01 02:37:06.466586,,Return of WH/OUT/00173,done,Partner Locations/Vendors,WH/Input,
9730,Internal Transfers,WH/INT/10695,2022-03-16 23:29:01.000000,2022-03-16 23:29:26.000000,2022-03-16 23:29:01.306755,2022-12-01 02:37:06.466586,,Return of WH/INT/10526,done,R&D/NPI-ENGINEERING,WH/Stock,6589.34
9882,Pick Components,WH/PC/01508,2022-04-06 05:22:58.000000,2022-04-06 05:23:28.000000,2022-04-06 05:22:58.247216,2022-12-01 02:37:06.466586,,Return of WH/PC/01482,done,WH/WIP,WH/Stock,
9891,Pick Components,WH/PC/01509,2022-04-07 04:05:15.000000,2022-04-07 04:08:19.000000,2022-04-07 04:05:15.029149,2022-12-01 02:37:06.466586,,Return of WH/PC/01498,done,WH/WIP,WH/Stock,
9918,Internal Transfers,WH/INT/10728,2022-04-11 04:46:26.000000,2022-04-11 04:47:25.000000,2022-04-11 04:46:25.872893,2022-12-01 02:37:06.466586,,Return of WH/INT/10469,done,Demo/Internal Use,WH/Stock,24645.0
9920,Delivery Orders,WH/OUT/00176,2022-04-11 04:54:06.000000,2022-04-11 04:59:32.000000,2022-04-11 04:54:06.169056,2022-12-01 02:37:06.466586,,Return of WH/IN/08506,done,WH/Input,Partner Locations/Vendors,31300.0
9924,Pick Components,WH/PC/01519,2022-04-11 23:13:34.000000,2022-04-11 23:14:30.000000,2022-04-11 23:13:33.966116,2022-12-01 02:37:06.466586,,Return of WH/PC/01500,done,WH/WIP,WH/Stock,
9960,Pick Components,WH/PC/01535,2022-04-13 03:42:08.000000,2022-04-13 03:50:28.000000,2022-04-13 03:42:08.100596,2022-12-01 02:37:06.466586,,Return of WH/PC/01513,done,WH/WIP,WH/Stock,
9966,Pick Components,WH/PC/01539,2022-04-14 01:51:45.000000,2022-04-14 01:54:08.000000,2022-04-14 01:51:45.546745,2022-12-01 02:37:06.466586,,Return of WH/PC/01514,done,WH/WIP,WH/Stock,
9997,Internal Transfers,WH/INT/10742,2022-04-19 01:18:50.000000,2022-04-19 01:19:19.000000,2022-04-19 01:18:49.904777,2022-12-01 02:37:06.466586,,Return of WH/INT/10741,done,WH/Quarantine Stock,WH/Stock/Unbuild,
10046,Pick Components,WH/PC/01573,2022-04-22 12:18:07.000000,2022-04-22 12:18:35.000000,2022-04-22 12:18:07.574709,2022-12-01 02:37:06.466586,,Return of WH/PC/01521,done,WH/WIP,WH/Stock,
10048,Pick Components,WH/PC/01575,2022-04-22 12:50:46.000000,2022-04-22 12:52:59.000000,2022-04-22 12:50:45.890505,2022-12-01 02:37:06.466586,,Return of WH/PC/01515,done,WH/WIP,WH/Stock,
10051,Pick Components,WH/PC/01578,2022-04-22 13:02:48.000000,2022-04-22 13:04:11.000000,2022-04-22 13:02:48.367560,2022-12-01 02:37:06.466586,,Return of WH/PC/01516,done,WH/WIP,WH/Stock,
