name,default_code,name,delay,min_qty,date_start,date_end,id
Grand Venture Technology,1007717-002,CMP:MEC:HYLA:BASE_PLATE (copy),35,30.0,,,7856
"DJ MODEL & TOOLING CO.,LIMITED",1007717-002,CMP:MEC:HYLA:BASE_PLATE (copy),1,1000.0,,,7856
"DJ MODEL & TOOLING CO.,LIMITED",1007717-002,CMP:MEC:HYLA:BASE_PLATE (copy),28,100.0,,,7856
"DJ MODEL & TOOLING CO.,LIMITED",1007717-002,CMP:MEC:HYLA:BASE_PLATE (copy),28,50.0,,,7856
"DJ MODEL & TOOLING CO.,LIMITED",1001612-004,CMP:MEC:MOTOR:MAGNETIC:BACKING:PLATE,28,50.0,,,3029
"DJ MODEL & TOOLING CO.,LIMITED",1001612-004,CMP:MEC:MOTOR:MAGNETIC:BACKING:PLATE,28,20.0,,,3029
"DJ MODEL & TOOLING CO.,LIMITED",1001612-004,CMP:MEC:MOTOR:MAGNETIC:BACKING:PLATE,28,1000.0,,,3029
"DJ MODEL & TOOLING CO.,LIMITED",1001612-004,CMP:MEC:MOTOR:MAGNETIC:BACKING:PLATE,28,200.0,,,3029
"DJ MODEL & TOOLING CO.,LIMITED",1001612-004,CMP:MEC:MOTOR:MAGNETIC:BACKING:PLATE,28,100.0,,,3029
Driving Vision News (DVN),28002,Marketing - Externals Costs,0,0.0,,,8805
Micro Fasteners Pty Ltd,1001871-001,SCREW:ISO_7046:SS:M3X35mm,14,100.0,,,3790
K-One Industry Sdn Bhd,1005047-001,SEN:CMP:MEC:PLA:BLK:GOKU:GLAND:Y:SPLITTER:M16,20,100.0,,,3939
K-One Industry Sdn Bhd,1005047-001,SEN:CMP:MEC:PLA:BLK:GOKU:GLAND:Y:SPLITTER:M16,20,500.0,,,3939
K-One Industry Sdn Bhd,1005047-001,SEN:CMP:MEC:PLA:BLK:GOKU:GLAND:Y:SPLITTER:M16,20,50.0,,,3939
Yangtze Optical Fibre and Cable Joint Stock Limited Company (YOFC),1005754-001,SEN:CMP:OPT:GOKU:FIBRE:2F:SM:GI:MMF:LC/PC:5M,28,50.0,,,3969
PCBWay,27030,Filing Fees,0,0.0,,,8802
Digi-Key Electronics,1001568-001,SYS:CMP:ELC:PS:24V:90W,14,1.0,,,3591
Micro Fasteners Pty Ltd,1008873-001,CON:CMP:MEC:SCW:HEX:BUT:ISO_7380:SS:M2:6MM (copy),0,0.0,,,8870
K-One Industry Sdn Bhd,1003775-002,CON:CMP:MEC:SIL:ORING:4MM:1.2MM,28,200.0,,,3067
Digi-Key Electronics,1004967-001,THERM:TFLEX:150X150X1.0MM:BLUE,14,10.0,,,4183
"DJ MODEL & TOOLING CO.,LIMITED",1007305-001,ENG:CMP:MEC:CLAPTON:APD_COVER (copy),35,1000.0,,,7305
"DJ MODEL & TOOLING CO.,LIMITED",1007305-001,ENG:CMP:MEC:CLAPTON:APD_COVER (copy),35,100.0,,,7305
"DJ MODEL & TOOLING CO.,LIMITED",1007305-001,ENG:CMP:MEC:CLAPTON:APD_COVER (copy),35,50.0,,,7305
AT Precision Tooling,1009346-002,CMP:SAS:MEC:SP25:ROTOR_PRISM_MOUNT (copy),28,10.0,,,9422
AT Precision Tooling,1009346-002,CMP:SAS:MEC:SP25:ROTOR_PRISM_MOUNT (copy),28,100.0,,,9422
AT Precision Tooling,1009346-002,CMP:SAS:MEC:SP25:ROTOR_PRISM_MOUNT (copy),28,30.0,,,9422
SANMINA CORPORATION,1009431-001,CMP:ELC:SP25:NILE_PCA,0,0.0,,,9428
Sanmina Costa Mesa,1009431-001,CMP:ELC:SP25:NILE_PCA,0,0.0,,,9428
Open Wiring Systems,1007843-002,ASY:CBL:DIAMOND:CUSTOMER (copy),0,0.0,,,8275
Small Parts & Bearings Pty Ltd,1004964-001,CMP:MEC:ORING:BS_1806:1.07MM:1.27MM:SILICON:002,14,500.0,,,3035
Sourceman International Pty Ltd,1001146-003,PCB:FORTUNA-LUMBERING,35,1.0,,,3557
RS Components Pty Ltd,1007809-001,CON:SEN:CMP:MEC:PLA:BLK:GOKU:CONDUIT:PAFS16:M16 (copy),0,0.0,,,7809
Digi-Key Electronics,1008123-001,CON:THERM:TFLEX:150X150X1.0MM:BLUE (copy),0,0.0,,,8123
Tiger Industrial Supplies Pty Ltd,1001242-001,CON:CMP:MEC:SCW:HEX:GRUB:ISO4029:SS:M3:5MM,14,1.0,,,3148
Micro Fasteners Pty Ltd,1001242-001,CON:CMP:MEC:SCW:HEX:GRUB:ISO4029:SS:M3:5MM,14,1.0,,,3148
"DJ MODEL & TOOLING CO.,LIMITED",1009900-001,CMP:FAS:MEC:SP25:MOUNT_PERISCOPE_BPRISM_SMIRROR_LOWER (copy),0,0.0,,,9897
Grand Venture Technology,1007681-004,CMP:MEC:ENG:DIAMOND:CAGE (copy),0,0.0,,,8964
Fujian Hitronics Technologies Inc,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),1,20.0,,,9463
Fujian Hitronics Technologies Inc,1009361-002,CMP:SAS:OPT:SP25:PRISM_REAR (copy),1,10.0,,,9463
Grand Venture Technology,1008143-004,CMP:MEC:ENG:DIAMOND:ENGINE_TUBE:FLEX (copy),0,0.0,,,8569
Industrial-man Technology Development Co Ltd,1003751-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:LONG:RIGHT:7MM:15DEG,21,0.0,,,3837
"DJ MODEL & TOOLING CO.,LIMITED",1003751-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:LONG:RIGHT:7MM:15DEG,35,100.0,,,3837
"Hilltop Technology Laboratory, Inc.",1003751-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:LONG:RIGHT:7MM:15DEG,21,0.0,,,3837
"DJ MODEL & TOOLING CO.,LIMITED",1003751-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:LONG:RIGHT:7MM:15DEG,28,20.0,,,3837
"DJ MODEL & TOOLING CO.,LIMITED",1003751-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:LONG:RIGHT:7MM:15DEG,35,1000.0,,,3837
"DJ MODEL & TOOLING CO.,LIMITED",1003751-001,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:LONG:RIGHT:7MM:15DEG,35,50.0,,,3837
Simbol Test Systems Inc,23420,Repairs and Maintenance,0,0.0,,,8780
United Tools Burleigh,23420,Repairs and Maintenance,0,0.0,,,8780
COOLAZ AIRCONDITIONING PTY LTD,23420,Repairs and Maintenance,0,0.0,,,8780
Simultech Australia,23420,Repairs and Maintenance,0,0.0,,,8780
Thorlabs Inc,23420,Repairs and Maintenance,0,0.0,,,8780
Pilot Air,23420,Repairs and Maintenance,0,0.0,,,8780
ADAPT-A-LIFT GROUP PTY LTD,23420,Repairs and Maintenance,0,0.0,,,8780
EMONA INSTRUMENTS PTY LTD,23420,Repairs and Maintenance,0,0.0,,,8780
Aussie Dinkum Calibration,23420,Repairs and Maintenance,0,0.0,,,8780
Sydney Electrical & Data Pty Ltd,23420,Repairs and Maintenance,0,0.0,,,8780
"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:SHORT:LEFT:7MM:15DEG,28,1000.0,,,3839
"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:SHORT:LEFT:7MM:15DEG,28,200.0,,,3839
"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:SHORT:LEFT:7MM:15DEG,28,100.0,,,3839
"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:SHORT:LEFT:7MM:15DEG,28,50.0,,,3839
"DJ MODEL & TOOLING CO.,LIMITED",1003752-002,SEN:CMP:MEC:BLK:GOKU:COAX:SHIM:SHORT:LEFT:7MM:15DEG,28,20.0,,,3839
RS Components Pty Ltd,1004021-001,CON:CMP:MEC:BLK:GOKU:PCLIP:5MM,21,200.0,,,3134
Grand Venture Technology,1001385-009,CMP:MEC:GOKU:MOTOR:STATOR,28,50.0,,,3008
Grand Venture Technology,1001385-009,CMP:MEC:GOKU:MOTOR:STATOR,28,25.0,,,3008
Grand Venture Technology,1001385-009,CMP:MEC:GOKU:MOTOR:STATOR,35,1000.0,,,3008
Grand Venture Technology,1001385-009,CMP:MEC:GOKU:MOTOR:STATOR,28,100.0,,,3008
Open Wiring Systems,1007729-002,ASY:CBL:GOKU5:12M (copy),0,0.0,,,8302
Warren & Brown Technologies (AKA Warren Brown Tools),1007850-002,CMP:MEC:WB:CABLESIDE:4CH:OPT:CONNECTOR (copy),35,100.0,,,8340
Warren & Brown Technologies (AKA Warren Brown Tools),1007850-002,CMP:MEC:WB:CABLESIDE:4CH:OPT:CONNECTOR (copy),35,50.0,,,8340
Warren & Brown Technologies (AKA Warren Brown Tools),1007850-002,CMP:MEC:WB:CABLESIDE:4CH:OPT:CONNECTOR (copy),35,10.0,,,8340
"Bomatec (Ningbo) Trading Co., Ltd.",1009378-005,CMP:SAS:MEC:SP25:AXIAL_MAGNET (copy),1,130.0,,,9467
ARNOLD MAGNETICS （SHENZHEN）LTD,1009378-005,CMP:SAS:MEC:SP25:AXIAL_MAGNET (copy),1,30.0,,,9467
Grand Venture Technology,1001367-002,SEN:CMP:MEC:WHT:GOKU:CLAMP:RETROREFLECTOR,35,100.0,,,3945
Grand Venture Technology,1001367-002,SEN:CMP:MEC:WHT:GOKU:CLAMP:RETROREFLECTOR,35,1000.0,,,3945
Retech Precision Mould Limited,1001367-002,SEN:CMP:MEC:WHT:GOKU:CLAMP:RETROREFLECTOR,28,50.0,,,3945
Grand Venture Technology,1001367-002,SEN:CMP:MEC:WHT:GOKU:CLAMP:RETROREFLECTOR,35,50.0,,,3945
Grand Venture Technology,1001367-002,SEN:CMP:MEC:WHT:GOKU:CLAMP:RETROREFLECTOR,35,20.0,,,3945
Open Wiring Systems,1007729-003,ASY:CBL:GOKU5:12M (copy),0,0.0,,,9076
Marketing Trends,23220,Contractors,0,0.0,,,8771
HCL Technologies Ltd.,23220,Contractors,0,0.0,,,8771
4design,23220,Contractors,0,0.0,,,8771
Swift Act,23220,Contractors,0,0.0,,,8771
Master Handyworks,23220,Contractors,0,0.0,,,8771
"Fuzhou Photop Optics Co., Ltd",1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),84,50.0,,,9469
"Fuzhou Photop Optics Co., Ltd",1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),84,20.0,,,9469
"Fuzhou Photop Optics Co., Ltd",1009403-003,CMP:FAS:OPT:SP25:EPRISM2-P (copy),84,10.0,,,9469
"Fuzhou Photop Optics Co., Ltd",1009402-003,CMP:FAS:OPT:SP25:EPRISM1-P (copy),84,50.0,,,9470
"Fuzhou Photop Optics Co., Ltd",1009402-003,CMP:FAS:OPT:SP25:EPRISM1-P (copy),84,20.0,,,9470
"Fuzhou Photop Optics Co., Ltd",1009402-003,CMP:FAS:OPT:SP25:EPRISM1-P (copy),84,10.0,,,9470
"DJ MODEL & TOOLING CO.,LIMITED",1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),35,15.0,,,7314
"DJ MODEL & TOOLING CO.,LIMITED",1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),35,1000.0,,,7314
"DJ MODEL & TOOLING CO.,LIMITED",1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),35,100.0,,,7314
Grand Venture Technology,1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),35,100.0,,,7314
Grand Venture Technology,1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),35,1000.0,,,7314
Grand Venture Technology,1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),35,50.0,,,7314
Grand Venture Technology,1006347-003,SEN:CMP:MEC:INV:GOKU:SUBSTRUCTURE:LOWER_SLED (copy),35,20.0,,,7314
Grand Venture Technology,1006350-001,SENS:MEC:CMP:INVAR:GOKU:COAXIAL_SLED,35,100.0,,,4092
"DJ MODEL & TOOLING CO.,LIMITED",1006350-001,SENS:MEC:CMP:INVAR:GOKU:COAXIAL_SLED,35,50.0,,,4092
"DJ MODEL & TOOLING CO.,LIMITED",1006350-001,SENS:MEC:CMP:INVAR:GOKU:COAXIAL_SLED,35,10.0,,,4092
Grand Venture Technology,1006350-001,SENS:MEC:CMP:INVAR:GOKU:COAXIAL_SLED,35,50.0,,,4092
Grand Venture Technology,1006350-001,SENS:MEC:CMP:INVAR:GOKU:COAXIAL_SLED,35,20.0,,,4092
Grand Venture Technology,1006350-001,SENS:MEC:CMP:INVAR:GOKU:COAXIAL_SLED,35,10.0,,,4092
"DJ MODEL & TOOLING CO.,LIMITED",1006350-001,SENS:MEC:CMP:INVAR:GOKU:COAXIAL_SLED,28,100.0,,,4092
Retech Precision Mould Limited,1001320-003,CON:MEC:ORING:PU:146MM:107MM:1.9MM,28,20.0,,,3160
RS Components Pty Ltd,1004804-001,CON:CMP:MEC:BLK:VEL:CABLE:TIE,1,1.0,,,3135
Lapp Australia Pty Ltd,1001403-001,SEN:CMP:MEC:BLK:PLA:GOKU:STRAIN:RELIEF,14,50.0,,,4024
Digi-Key Electronics,1009873-001,CMP:ELC:CAP_0402_100P_100V_5%_C0G/NP0 (copy),0,0.0,,,9870
"FUJIAN FRAN OPTICS CO., LTD ",1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,21,50.0,,,3906
"FUJIAN FRAN OPTICS CO., LTD ",1003939-004,SEN:CMP:MEC:NAT:GOKU5:WINDOW,21,20.0,,,3906
Micro Fasteners Pty Ltd,1003780-001,CON:CMP:MEC:SCW:HEX:CSK:ISO10642:SS:M4:8MM:BLU,21,500.0,,,3144
Automotion Components Ltd,1005209-001,CON:CMP:MEC:SCW:TX8:CAP:ISO10664:SS:M3:12MM,28,200.0,,,3150
Micro Fasteners Pty Ltd,1001831-001,CON:CMP:MEC:WSH:DISC:SPRING:SS:6MM,21,1000.0,,,3151
Micro Fasteners Pty Ltd,1002060-001,CON:CMP:MEC:WSH:ISO7089:SS:FLAT:M3,21,500.0,,,3152
"DJ MODEL & TOOLING CO.,LIMITED",1001578-010,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,28,50.0,,,3880
Grand Venture Technology,1001578-010,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,51.0,,,3880
"DJ MODEL & TOOLING CO.,LIMITED",1001578-010,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,28,100.0,,,3880
Grand Venture Technology,1001578-010,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,100.0,,,3880
"DJ MODEL & TOOLING CO.,LIMITED",1001578-010,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,28,1000.0,,,3880
Grand Venture Technology,1001578-010,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,1000.0,,,3880
Grand Venture Technology,1001578-010,SEN:CMP:MEC:INV:GOKU3:SUBSTRUCTURE:UPPER,35,25.0,,,3880
Grand Venture Technology,1003967-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:FRONT (copy),42,10000.0,,,7301
Grand Venture Technology,1003967-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:FRONT (copy),35,1000.0,,,7301
Grand Venture Technology,1003967-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:FRONT (copy),35,100.0,,,7301
Grand Venture Technology,1003967-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:FRONT (copy),35,50.0,,,7301
Grand Venture Technology,1003967-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:FRONT (copy),35,25.0,,,7301
Digi-Key Electronics,1001567-001,SYS:CMP:ELC:CBL:DICEROS:ETH:M12:1M,0,0.0,,,2919
SAMTEC ASIA PACIFIC PTE LTD,1007042-001,ENG:CBL:EDFA:DICEROS:BLUE (copy),28,50.0,,,7042
Open Wiring Systems,1007045-001,ASY:CBL:EQUUS:ENGINE:2CH (copy),21,100.0,,,7045
Open Wiring Systems,1007045-001,ASY:CBL:EQUUS:ENGINE:2CH (copy),21,35.0,,,7045
Open Wiring Systems,1007045-001,ASY:CBL:EQUUS:ENGINE:2CH (copy),21,10.0,,,7045
New Forge Engineering Pty Ltd,1008051-003,CMP:MEC:HYLA:GOHAN_FIBRE_ORG_TRAY (copy),28,100.0,,,8481
New Forge Engineering Pty Ltd,1008051-003,CMP:MEC:HYLA:GOHAN_FIBRE_ORG_TRAY (copy),14,10.0,,,8481
New Forge Engineering Pty Ltd,1008051-003,CMP:MEC:HYLA:GOHAN_FIBRE_ORG_TRAY (copy),21,50.0,,,8481
New Forge Engineering Pty Ltd,1008051-003,CMP:MEC:HYLA:GOHAN_FIBRE_ORG_TRAY (copy),14,30.0,,,8481
"DJ MODEL & TOOLING CO.,LIMITED",1007745-004,CMP:MEC:DIAMOND:WB_OPTICAL_SAFETY_FLAP:SUPPORT (copy),0,0.0,,,8325
Diamond Optics Pty Ltd,1007445-001,ENG:CMP:OPT:FIBRE-4F:SMx2:50GI-MMFx2:5MM:LC/PC:1M (copy),35,1000.0,,,7445
Diamond Optics Pty Ltd,1007445-001,ENG:CMP:OPT:FIBRE-4F:SMx2:50GI-MMFx2:5MM:LC/PC:1M (copy),35,100.0,,,7445
Diamond Optics Pty Ltd,1007445-001,ENG:CMP:OPT:FIBRE-4F:SMx2:50GI-MMFx2:5MM:LC/PC:1M (copy),35,10.0,,,7445
Diamond Optics Pty Ltd,1007445-001,ENG:CMP:OPT:FIBRE-4F:SMx2:50GI-MMFx2:5MM:LC/PC:1M (copy),28,40.0,,,7445
"DJ MODEL & TOOLING CO.,LIMITED",1007805-001,CMP:MEC:HYLA:HEAT_SINK,35,100.0,,,7805
"DJ MODEL & TOOLING CO.,LIMITED",1007805-001,CMP:MEC:HYLA:HEAT_SINK,35,50.0,,,7805
"DJ MODEL & TOOLING CO.,LIMITED",1007805-001,CMP:MEC:HYLA:HEAT_SINK,35,20.0,,,7805
Grand Venture Technology,1007805-001,CMP:MEC:HYLA:HEAT_SINK,35,100.0,,,7805
Grand Venture Technology,1007805-001,CMP:MEC:HYLA:HEAT_SINK,35,50.0,,,7805
Grand Venture Technology,1007805-001,CMP:MEC:HYLA:HEAT_SINK,35,20.0,,,7805
"Mouser Electronics, Inc.",1008035-001,CMP:ELEC:HEADER:POGO_PIN:SPRING_LOADED:4MM_PITCH,0,0.0,,,8035
Grand Venture Technology,1007805-002,CMP:MEC:HYLA:HEAT_SINK (copy),35,100.0,,,8112
Grand Venture Technology,1007805-002,CMP:MEC:HYLA:HEAT_SINK (copy),35,50.0,,,8112
Grand Venture Technology,1007805-002,CMP:MEC:HYLA:HEAT_SINK (copy),35,20.0,,,8112
"DJ MODEL & TOOLING CO.,LIMITED",1007805-002,CMP:MEC:HYLA:HEAT_SINK (copy),35,100.0,,,8112
"DJ MODEL & TOOLING CO.,LIMITED",1007805-002,CMP:MEC:HYLA:HEAT_SINK (copy),35,50.0,,,8112
"DJ MODEL & TOOLING CO.,LIMITED",1007805-002,CMP:MEC:HYLA:HEAT_SINK (copy),28,20.0,,,8112
"DJ MODEL & TOOLING CO.,LIMITED",1007680-004,CMP:MEC:ENG:DIAMOND:HEATSINK (copy),35,1000.0,,,8142
"DJ MODEL & TOOLING CO.,LIMITED",1007680-004,CMP:MEC:ENG:DIAMOND:HEATSINK (copy),35,100.0,,,8142
"DJ MODEL & TOOLING CO.,LIMITED",1007680-004,CMP:MEC:ENG:DIAMOND:HEATSINK (copy),25,50.0,,,8142
"DJ MODEL & TOOLING CO.,LIMITED",1007680-004,CMP:MEC:ENG:DIAMOND:HEATSINK (copy),28,15.0,,,8142
New Forge Engineering Pty Ltd,1007932-005,CMP:MEC:HYLA:COOLING_VANITY_PLATE (copy),21,50.0,,,8555
New Forge Engineering Pty Ltd,1007932-005,CMP:MEC:HYLA:COOLING_VANITY_PLATE (copy),14,30.0,,,8555
New Forge Engineering Pty Ltd,1007932-005,CMP:MEC:HYLA:COOLING_VANITY_PLATE (copy),28,100.0,,,8555
New Forge Engineering Pty Ltd,1007932-005,CMP:MEC:HYLA:COOLING_VANITY_PLATE (copy),14,10.0,,,8555
RS Components Pty Ltd,1005049-001,CON:SEN:CMP:MEC:PLA:BLK:GLAND:CONDUIT:AT16:M16,21,100.0,,,3937
RS Components Pty Ltd,1005049-001,CON:SEN:CMP:MEC:PLA:BLK:GLAND:CONDUIT:AT16:M16,21,500.0,,,3937
RS Components Pty Ltd,1005049-001,CON:SEN:CMP:MEC:PLA:BLK:GLAND:CONDUIT:AT16:M16,21,50.0,,,3937
Grand Venture Technology,1007678-003,CMP:MEC:ENG:DIAMOND:BASE_PLATE (copy),35,1000.0,,,8488
Grand Venture Technology,1007678-003,CMP:MEC:ENG:DIAMOND:BASE_PLATE (copy),35,100.0,,,8488
Grand Venture Technology,1007678-003,CMP:MEC:ENG:DIAMOND:BASE_PLATE (copy),35,50.0,,,8488
Grand Venture Technology,1007678-003,CMP:MEC:ENG:DIAMOND:BASE_PLATE (copy),35,20.0,,,8488
Grand Venture Technology,1007678-003,CMP:MEC:ENG:DIAMOND:BASE_PLATE (copy),28,10.0,,,8488
"DJ MODEL & TOOLING CO.,LIMITED",1009538-001,ASY:FAS:OPT:SP25:FAU_CIRCULATOR_LENS (copy),0,0.0,,,9535
Micro Fasteners Pty Ltd,1002147-001,CON:CMP:MEC:SCW:HEX:CAP:ISO4762:ZNP:M3:12MM:BLU,14,1000.0,,,3140
Micro Fasteners Pty Ltd,1002147-001,CON:CMP:MEC:SCW:HEX:CAP:ISO4762:ZNP:M3:12MM:BLU,14,100.0,,,3140
Zhongshan Meisu Technology Co Ltd,1007052-002,SEN:CMP:OPT:GOKU:FIBRE:ARRAY:DUAL:LC:PBS (copy),35,100000.0,,,7150
Zhongshan Meisu Technology Co Ltd,1007052-002,SEN:CMP:OPT:GOKU:FIBRE:ARRAY:DUAL:LC:PBS (copy),35,100.0,,,7150
Zhongshan Meisu Technology Co Ltd,1007052-002,SEN:CMP:OPT:GOKU:FIBRE:ARRAY:DUAL:LC:PBS (copy),28,10.0,,,7150
Zhongshan Meisu Technology Co Ltd,1007052-002,SEN:CMP:OPT:GOKU:FIBRE:ARRAY:DUAL:LC:PBS (copy),28,50.0,,,7150
New Forge Engineering Pty Ltd,1007686-004,CMP:MEC:ENG:DIAMOND:OPTICAL_FIBRE_GUIDE (copy),0,0.0,,,8284
Micro Fasteners Pty Ltd,1002146-001,CON:CMP:MEC:SCW:HEX:CAP:ISO4762:ZNP:M3:12MM:RED,14,100.0,,,3141
Micro Fasteners Pty Ltd,1002146-001,CON:CMP:MEC:SCW:HEX:CAP:ISO4762:ZNP:M3:12MM:RED,14,1000.0,,,3141
Grand Venture Technology,1001356-002,SEN:CMP:MEC:GOKU:CLAMP:SPINNING:GRATING,35,50.0,,,3941
Grand Venture Technology,1001356-002,SEN:CMP:MEC:GOKU:CLAMP:SPINNING:GRATING,35,1000.0,,,3941
Grand Venture Technology,1001356-002,SEN:CMP:MEC:GOKU:CLAMP:SPINNING:GRATING,35,100.0,,,3941
Grand Venture Technology,1001356-002,SEN:CMP:MEC:GOKU:CLAMP:SPINNING:GRATING,35,10.0,,,3941
Grand Venture Technology,1001369-004,SEN:CMP:MEC:WHT:GOKU:CLAMP:PRISM1,35,50.0,,,3943
Grand Venture Technology,1001369-004,SEN:CMP:MEC:WHT:GOKU:CLAMP:PRISM1,35,20.0,,,3943
Grand Venture Technology,1001369-004,SEN:CMP:MEC:WHT:GOKU:CLAMP:PRISM1,35,1000.0,,,3943
Grand Venture Technology,1001369-004,SEN:CMP:MEC:WHT:GOKU:CLAMP:PRISM1,35,100.0,,,3943
ECP Engineering,1006121-001,SEN:CMP:MEC:GOKU6:PRISM2:BRACKET,28,10.0,,,4014
Grand Venture Technology,1006121-001,SEN:CMP:MEC:GOKU6:PRISM2:BRACKET,35,100.0,,,4014
Grand Venture Technology,1006121-001,SEN:CMP:MEC:GOKU6:PRISM2:BRACKET,35,50.0,,,4014
Grand Venture Technology,1006121-001,SEN:CMP:MEC:GOKU6:PRISM2:BRACKET,35,15.0,,,4014
Grand Venture Technology,1003968-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:REAR (copy),42,10000.0,,,7302
Grand Venture Technology,1003968-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:REAR (copy),42,1000.0,,,7302
Grand Venture Technology,1003968-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:REAR (copy),42,100.0,,,7302
Grand Venture Technology,1003968-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:REAR (copy),42,50.0,,,7302
Grand Venture Technology,1003968-004,SEN:CMP:MEC:BLU:GOKU5:HOUSING:REAR (copy),35,30.0,,,7302
Grand Venture Technology,1003969-004,SEN:CMP:MEC:BLU:GOKU5:FRAME:WINDOW (copy),42,10000.0,,,7303
Grand Venture Technology,1003969-004,SEN:CMP:MEC:BLU:GOKU5:FRAME:WINDOW (copy),42,1000.0,,,7303
Grand Venture Technology,1003969-004,SEN:CMP:MEC:BLU:GOKU5:FRAME:WINDOW (copy),42,100.0,,,7303
Grand Venture Technology,1003969-004,SEN:CMP:MEC:BLU:GOKU5:FRAME:WINDOW (copy),42,50.0,,,7303
Grand Venture Technology,1003969-004,SEN:CMP:MEC:BLU:GOKU5:FRAME:WINDOW (copy),35,30.0,,,7303
Grand Venture Technology,1006348-001,SENS:ADAPT:GOKU:COAX:ALIGNMENT_BRACKET,1,1000.0,,,4038
Grand Venture Technology,1006348-001,SENS:ADAPT:GOKU:COAX:ALIGNMENT_BRACKET,35,100.0,,,4038
Grand Venture Technology,1006348-001,SENS:ADAPT:GOKU:COAX:ALIGNMENT_BRACKET,35,50.0,,,4038
Grand Venture Technology,1006348-001,SENS:ADAPT:GOKU:COAX:ALIGNMENT_BRACKET,35,20.0,,,4038
Grand Venture Technology,1006348-001,SENS:ADAPT:GOKU:COAX:ALIGNMENT_BRACKET,35,10.0,,,4038
Grand Venture Technology,1006351-001,SENS:MEC:CMP:GOKU:COAXIAL_SLED_LID,35,1000.0,,,4091
"DJ MODEL & TOOLING CO.,LIMITED",1006351-001,SENS:MEC:CMP:GOKU:COAXIAL_SLED_LID,35,50.0,,,4091
"DJ MODEL & TOOLING CO.,LIMITED",1006351-001,SENS:MEC:CMP:GOKU:COAXIAL_SLED_LID,35,10.0,,,4091
Grand Venture Technology,1006351-001,SENS:MEC:CMP:GOKU:COAXIAL_SLED_LID,35,100.0,,,4091
Grand Venture Technology,1006351-001,SENS:MEC:CMP:GOKU:COAXIAL_SLED_LID,35,50.0,,,4091
Grand Venture Technology,1006351-001,SENS:MEC:CMP:GOKU:COAXIAL_SLED_LID,35,20.0,,,4091
Grand Venture Technology,1006351-001,SENS:MEC:CMP:GOKU:COAXIAL_SLED_LID,35,10.0,,,4091
Westfield Fasteners,1009097-001,CON:CMP:MEC:SCW:TX10:CSK:ISO14581:SS:M3:10MM:BLUE_ND-593S (copy),0,0.0,,,9094
Westfield Fasteners,1009098-001,CON:CMP:MEC:SCW:TX10:BTN:ISO7380:ZP:M3:6MM:BLUE_ND-593S (copy),0,0.0,,,9095
K-One Industry Sdn Bhd,1003970-001,SEN:CMP:MEC:NAT:GOKU5:SEAL:HOUSING,28,100.0,,,3903
